"run","random_seed","tick","ID","WalkIntentionStrength","TakeCarIntentionStrength","RideBikeIntentionStrength"
1,1772241571,1.0,12,0.9993942626673218,1.382389284900805,1.1878660730192376
1,1772241571,1.0,6,0.8664687700272063,1.3643409828405906,0.9172393795344227
1,1772241571,1.0,9,0.7270298750093236,1.0797322577217792,0.7870500693967146
1,1772241571,1.0,8,0.8791867131400564,1.0555090365820974,1.001383135295388
1,1772241571,1.0,2,0.9945401299284803,0.9234700595073407,0.6738155772166337
1,1772241571,1.0,5,0.6594444692127385,1.2228650796632656,0.8320660964801879
1,1772241571,1.0,13,0.8200056677430935,1.6541615173157322,0.8356423933775513
1,1772241571,1.0,7,0.5986634180574878,0.7641567516156821,0.47304579979259337
1,1772241571,1.0,11,0.5008049486253721,0.8052011649259414,0.44405453216596513
1,1772241571,1.0,4,1.6029765793356996,2.0914343219301648,0.9807773658927975
1,1772241571,1.0,10,0.8824906610869383,1.8495830849784012,1.092388554459796
1,1772241571,1.0,14,1.2194877149579726,1.9465011509822328,1.3474596988138337
1,1772241571,1.0,1,1.2614140526838376,2.3589498560346405,1.108015838331918
1,1772241571,1.0,3,0.9245987223519969,1.7151281979113226,0.9757588922993927
1,1772241571,1.0,15,0.5091134256291718,0.7184344425370299,0.5293367692391058
