"run","random_seed","tick","ID","WalkIntentionStrength","TakeCarIntentionStrength","RideBikeIntentionStrength"
1,1772105624,1.0,5,0.7342762352143267,1.228590994147568,0.6452964486071715
1,1772105624,1.0,4,0.6519257280633315,0.8369273706232007,0.5707234040222458
1,1772105624,1.0,7,1.1432648379917136,1.8070369532800543,1.292260379073877
1,1772105624,1.0,14,0.7366018592641536,1.1709479945554946,0.9325810389317273
1,1772105624,1.0,10,0.8945835147044792,1.4497604133903634,1.1429305283868594
1,1772105624,1.0,12,0.9123833190186639,1.3082497503475374,0.7984118441496322
1,1772105624,1.0,3,1.24445095292877,1.605764287457309,1.4182348515018361
1,1772105624,1.0,8,1.220947740070765,2.438279203786552,1.5735731444064383
1,1772105624,1.0,13,1.0474322896907853,1.7149451840751522,1.1894102535425364
1,1772105624,1.0,1,0.5881133006573794,1.3687370775889574,0.8273412160496807
1,1772105624,1.0,11,0.7609300169088977,1.0237082887122682,0.8995107279344219
1,1772105624,1.0,15,0.9159502347883142,1.770721343835727,0.8674715017608956
1,1772105624,1.0,9,0.6433707802902985,1.0879441384934996,0.9731516229336419
1,1772105624,1.0,6,0.7801785460887345,0.8059862731755048,0.6031631652862265
1,1772105624,1.0,2,0.6237431820055905,1.0146784745464383,0.5391339692675303
1,1772105624,2.0,5,0.7342762352143267,1.228590994147568,0.6452964486071715
1,1772105624,2.0,4,0.6519257280633315,0.8369273706232007,0.5707234040222458
1,1772105624,2.0,7,1.1432648379917136,1.8070369532800543,1.292260379073877
1,1772105624,2.0,14,0.7366018592641536,1.1709479945554946,0.9325810389317273
1,1772105624,2.0,10,0.8945835147044792,1.4497604133903634,1.1429305283868594
1,1772105624,2.0,12,0.9123833190186639,1.3082497503475374,0.7984118441496322
1,1772105624,2.0,3,1.24445095292877,1.605764287457309,1.4182348515018361
1,1772105624,2.0,8,1.220947740070765,2.438279203786552,1.5735731444064383
1,1772105624,2.0,13,1.0474322896907853,1.7149451840751522,1.1894102535425364
1,1772105624,2.0,1,0.5881133006573794,1.3687370775889574,0.8273412160496807
1,1772105624,2.0,11,0.7609300169088977,1.0237082887122682,0.8995107279344219
1,1772105624,2.0,15,0.9159502347883142,1.770721343835727,0.8674715017608956
1,1772105624,2.0,9,0.6433707802902985,1.0879441384934996,0.9731516229336419
1,1772105624,2.0,6,0.7801785460887345,0.8059862731755048,0.6031631652862265
1,1772105624,2.0,2,0.6237431820055905,1.0146784745464383,0.5391339692675303
1,1772105624,3.0,5,0.7342762352143267,1.228590994147568,0.6452964486071715
1,1772105624,3.0,4,0.6519257280633315,0.8369273706232007,0.5707234040222458
1,1772105624,3.0,7,1.1432648379917136,1.8070369532800543,1.292260379073877
1,1772105624,3.0,14,0.7366018592641536,1.1709479945554946,0.9325810389317273
1,1772105624,3.0,10,0.8945835147044792,1.4497604133903634,1.1429305283868594
1,1772105624,3.0,12,0.9123833190186639,1.3082497503475374,0.7984118441496322
1,1772105624,3.0,3,1.24445095292877,1.605764287457309,1.4182348515018361
1,1772105624,3.0,8,1.220947740070765,2.438279203786552,1.5735731444064383
1,1772105624,3.0,13,1.0474322896907853,1.7149451840751522,1.1894102535425364
1,1772105624,3.0,1,0.5881133006573794,1.3687370775889574,0.8273412160496807
1,1772105624,3.0,11,0.7609300169088977,1.0237082887122682,0.8995107279344219
1,1772105624,3.0,15,0.9159502347883142,1.770721343835727,0.8674715017608956
1,1772105624,3.0,9,0.6433707802902985,1.0879441384934996,0.9731516229336419
1,1772105624,3.0,6,0.7801785460887345,0.8059862731755048,0.6031631652862265
1,1772105624,3.0,2,0.6237431820055905,1.0146784745464383,0.5391339692675303
1,1772105624,4.0,5,0.7342762352143267,1.228590994147568,0.6452964486071715
1,1772105624,4.0,4,0.6519257280633315,0.8369273706232007,0.5707234040222458
1,1772105624,4.0,7,1.1432648379917136,1.8070369532800543,1.292260379073877
1,1772105624,4.0,14,0.7366018592641536,1.1709479945554946,0.9325810389317273
1,1772105624,4.0,10,0.8945835147044792,1.4497604133903634,1.1429305283868594
1,1772105624,4.0,12,0.9123833190186639,1.3082497503475374,0.7984118441496322
1,1772105624,4.0,3,1.24445095292877,1.605764287457309,1.4182348515018361
1,1772105624,4.0,8,1.220947740070765,2.438279203786552,1.5735731444064383
1,1772105624,4.0,13,1.0474322896907853,1.7149451840751522,1.1894102535425364
1,1772105624,4.0,1,0.5881133006573794,1.3687370775889574,0.8273412160496807
1,1772105624,4.0,11,0.7609300169088977,1.0237082887122682,0.8995107279344219
1,1772105624,4.0,15,0.9159502347883142,1.770721343835727,0.8674715017608956
1,1772105624,4.0,9,0.6433707802902985,1.0879441384934996,0.9731516229336419
1,1772105624,4.0,6,0.7801785460887345,0.8059862731755048,0.6031631652862265
1,1772105624,4.0,2,0.6237431820055905,1.0146784745464383,0.5391339692675303
1,1772105624,5.0,5,0.7342762352143267,1.228590994147568,0.6452964486071715
1,1772105624,5.0,4,0.6519257280633315,0.8369273706232007,0.5707234040222458
1,1772105624,5.0,7,1.1432648379917136,1.8070369532800543,1.292260379073877
1,1772105624,5.0,14,0.7366018592641536,1.1709479945554946,0.9325810389317273
1,1772105624,5.0,10,0.8945835147044792,1.4497604133903634,1.1429305283868594
1,1772105624,5.0,12,0.9123833190186639,1.3082497503475374,0.7984118441496322
1,1772105624,5.0,3,1.24445095292877,1.605764287457309,1.4182348515018361
1,1772105624,5.0,8,1.220947740070765,2.438279203786552,1.5735731444064383
1,1772105624,5.0,13,1.0474322896907853,1.7149451840751522,1.1894102535425364
1,1772105624,5.0,1,0.5881133006573794,1.3687370775889574,0.8273412160496807
1,1772105624,5.0,11,0.7609300169088977,1.0237082887122682,0.8995107279344219
1,1772105624,5.0,15,0.9159502347883142,1.770721343835727,0.8674715017608956
1,1772105624,5.0,9,0.6433707802902985,1.0879441384934996,0.9731516229336419
1,1772105624,5.0,6,0.7801785460887345,0.8059862731755048,0.6031631652862265
1,1772105624,5.0,2,0.6237431820055905,1.0146784745464383,0.5391339692675303
1,1772105624,6.0,5,0.7342762352143267,1.228590994147568,0.6452964486071715
1,1772105624,6.0,4,0.6519257280633315,0.8369273706232007,0.5707234040222458
1,1772105624,6.0,7,1.1432648379917136,1.8070369532800543,1.292260379073877
1,1772105624,6.0,14,0.7366018592641536,1.1709479945554946,0.9325810389317273
1,1772105624,6.0,10,0.8945835147044792,1.4497604133903634,1.1429305283868594
1,1772105624,6.0,12,0.9123833190186639,1.3082497503475374,0.7984118441496322
1,1772105624,6.0,3,1.24445095292877,1.605764287457309,1.4182348515018361
1,1772105624,6.0,8,1.220947740070765,2.438279203786552,1.5735731444064383
1,1772105624,6.0,13,1.0474322896907853,1.7149451840751522,1.1894102535425364
1,1772105624,6.0,1,0.5881133006573794,1.3687370775889574,0.8273412160496807
1,1772105624,6.0,11,0.7609300169088977,1.0237082887122682,0.8995107279344219
1,1772105624,6.0,15,0.9159502347883142,1.770721343835727,0.8674715017608956
1,1772105624,6.0,9,0.6433707802902985,1.0879441384934996,0.9731516229336419
1,1772105624,6.0,6,0.7801785460887345,0.8059862731755048,0.6031631652862265
1,1772105624,6.0,2,0.6237431820055905,1.0146784745464383,0.5391339692675303
1,1772105624,7.0,5,0.7342762352143267,1.228590994147568,0.6452964486071715
1,1772105624,7.0,4,0.6519257280633315,0.8369273706232007,0.5707234040222458
1,1772105624,7.0,7,1.1432648379917136,1.8070369532800543,1.292260379073877
1,1772105624,7.0,14,0.7366018592641536,1.1709479945554946,0.9325810389317273
1,1772105624,7.0,10,0.8945835147044792,1.4497604133903634,1.1429305283868594
1,1772105624,7.0,12,0.9123833190186639,1.3082497503475374,0.7984118441496322
1,1772105624,7.0,3,1.24445095292877,1.605764287457309,1.4182348515018361
