"run","random_seed","tick","ID","WalkIntentionStrength","TakeCarIntentionStrength","RideBikeIntentionStrength"
1,1772105624,7.0,8,1.220947740070765,2.438279203786552,1.5735731444064383
1,1772105624,7.0,13,1.0474322896907853,1.7149451840751522,1.1894102535425364
1,1772105624,7.0,1,0.5881133006573794,1.3687370775889574,0.8273412160496807
1,1772105624,7.0,11,0.7609300169088977,1.0237082887122682,0.8995107279344219
1,1772105624,7.0,15,0.9159502347883142,1.770721343835727,0.8674715017608956
1,1772105624,7.0,9,0.6433707802902985,1.0879441384934996,0.9731516229336419
1,1772105624,7.0,6,0.7801785460887345,0.8059862731755048,0.6031631652862265
1,1772105624,7.0,2,0.6237431820055905,1.0146784745464383,0.5391339692675303
1,1772105624,8.0,5,0.7342762352143267,1.228590994147568,0.6452964486071715
1,1772105624,8.0,4,0.6519257280633315,0.8369273706232007,0.5707234040222458
1,1772105624,8.0,7,1.1432648379917136,1.8070369532800543,1.292260379073877
1,1772105624,8.0,14,0.7366018592641536,1.1709479945554946,0.9325810389317273
1,1772105624,8.0,10,0.8945835147044792,1.4497604133903634,1.1429305283868594
1,1772105624,8.0,12,0.9123833190186639,1.3082497503475374,0.7984118441496322
1,1772105624,8.0,3,1.24445095292877,1.605764287457309,1.4182348515018361
1,1772105624,8.0,8,1.220947740070765,2.438279203786552,1.5735731444064383
1,1772105624,8.0,13,1.0474322896907853,1.7149451840751522,1.1894102535425364
1,1772105624,8.0,1,0.5881133006573794,1.3687370775889574,0.8273412160496807
1,1772105624,8.0,11,0.7609300169088977,1.0237082887122682,0.8995107279344219
1,1772105624,8.0,15,0.9159502347883142,1.770721343835727,0.8674715017608956
1,1772105624,8.0,9,0.6433707802902985,1.0879441384934996,0.9731516229336419
1,1772105624,8.0,6,0.7801785460887345,0.8059862731755048,0.6031631652862265
1,1772105624,8.0,2,0.6237431820055905,1.0146784745464383,0.5391339692675303
1,1772105624,9.0,5,0.7342762352143267,1.228590994147568,0.6452964486071715
1,1772105624,9.0,4,0.6519257280633315,0.8369273706232007,0.5707234040222458
1,1772105624,9.0,7,1.1432648379917136,1.8070369532800543,1.292260379073877
1,1772105624,9.0,14,0.7366018592641536,1.1709479945554946,0.9325810389317273
1,1772105624,9.0,10,0.8945835147044792,1.4497604133903634,1.1429305283868594
1,1772105624,9.0,12,0.9123833190186639,1.3082497503475374,0.7984118441496322
1,1772105624,9.0,3,1.24445095292877,1.605764287457309,1.4182348515018361
1,1772105624,9.0,8,1.220947740070765,2.438279203786552,1.5735731444064383
1,1772105624,9.0,13,1.0474322896907853,1.7149451840751522,1.1894102535425364
1,1772105624,9.0,1,0.5881133006573794,1.3687370775889574,0.8273412160496807
1,1772105624,9.0,11,0.7609300169088977,1.0237082887122682,0.8995107279344219
1,1772105624,9.0,15,0.9159502347883142,1.770721343835727,0.8674715017608956
1,1772105624,9.0,9,0.6433707802902985,1.0879441384934996,0.9731516229336419
1,1772105624,9.0,6,0.7801785460887345,0.8059862731755048,0.6031631652862265
1,1772105624,9.0,2,0.6237431820055905,1.0146784745464383,0.5391339692675303
1,1772105624,10.0,5,0.7342762352143267,1.228590994147568,0.6452964486071715
1,1772105624,10.0,4,0.6519257280633315,0.8369273706232007,0.5707234040222458
1,1772105624,10.0,7,1.1432648379917136,1.8070369532800543,1.292260379073877
1,1772105624,10.0,14,0.7366018592641536,1.1709479945554946,0.9325810389317273
1,1772105624,10.0,10,0.8945835147044792,1.4497604133903634,1.1429305283868594
1,1772105624,10.0,12,0.9123833190186639,1.3082497503475374,0.7984118441496322
1,1772105624,10.0,3,1.24445095292877,1.605764287457309,1.4182348515018361
1,1772105624,10.0,8,1.220947740070765,2.438279203786552,1.5735731444064383
1,1772105624,10.0,13,1.0474322896907853,1.7149451840751522,1.1894102535425364
1,1772105624,10.0,1,0.5881133006573794,1.3687370775889574,0.8273412160496807
1,1772105624,10.0,11,0.7609300169088977,1.0237082887122682,0.8995107279344219
1,1772105624,10.0,15,0.9159502347883142,1.770721343835727,0.8674715017608956
1,1772105624,10.0,9,0.6433707802902985,1.0879441384934996,0.9731516229336419
1,1772105624,10.0,6,0.7801785460887345,0.8059862731755048,0.6031631652862265
1,1772105624,10.0,2,0.6237431820055905,1.0146784745464383,0.5391339692675303
1,1772105624,11.0,5,0.7342762352143267,1.228590994147568,0.6452964486071715
1,1772105624,11.0,4,0.6519257280633315,0.8369273706232007,0.5707234040222458
1,1772105624,11.0,7,1.1432648379917136,1.8070369532800543,1.292260379073877
1,1772105624,11.0,14,0.7366018592641536,1.1709479945554946,0.9325810389317273
1,1772105624,11.0,10,0.8945835147044792,1.4497604133903634,1.1429305283868594
1,1772105624,11.0,12,0.9123833190186639,1.3082497503475374,0.7984118441496322
1,1772105624,11.0,3,1.24445095292877,1.605764287457309,1.4182348515018361
1,1772105624,11.0,8,1.220947740070765,2.438279203786552,1.5735731444064383
1,1772105624,11.0,13,1.0474322896907853,1.7149451840751522,1.1894102535425364
1,1772105624,11.0,1,0.5881133006573794,1.3687370775889574,0.8273412160496807
1,1772105624,11.0,11,0.7609300169088977,1.0237082887122682,0.8995107279344219
1,1772105624,11.0,15,0.9159502347883142,1.770721343835727,0.8674715017608956
1,1772105624,11.0,9,0.6433707802902985,1.0879441384934996,0.9731516229336419
1,1772105624,11.0,6,0.7801785460887345,0.8059862731755048,0.6031631652862265
1,1772105624,11.0,2,0.6237431820055905,1.0146784745464383,0.5391339692675303
1,1772105624,12.0,5,0.7342762352143267,1.228590994147568,0.6452964486071715
1,1772105624,12.0,4,0.6519257280633315,0.8369273706232007,0.5707234040222458
1,1772105624,12.0,7,1.1432648379917136,1.8070369532800543,1.292260379073877
1,1772105624,12.0,14,0.7366018592641536,1.1709479945554946,0.9325810389317273
1,1772105624,12.0,10,0.8945835147044792,1.4497604133903634,1.1429305283868594
1,1772105624,12.0,12,0.9123833190186639,1.3082497503475374,0.7984118441496322
1,1772105624,12.0,3,1.24445095292877,1.605764287457309,1.4182348515018361
1,1772105624,12.0,8,1.220947740070765,2.438279203786552,1.5735731444064383
1,1772105624,12.0,13,1.0474322896907853,1.7149451840751522,1.1894102535425364
1,1772105624,12.0,1,0.5881133006573794,1.3687370775889574,0.8273412160496807
1,1772105624,12.0,11,0.7609300169088977,1.0237082887122682,0.8995107279344219
1,1772105624,12.0,15,0.9159502347883142,1.770721343835727,0.8674715017608956
1,1772105624,12.0,9,0.6433707802902985,1.0879441384934996,0.9731516229336419
1,1772105624,12.0,6,0.7801785460887345,0.8059862731755048,0.6031631652862265
1,1772105624,12.0,2,0.6237431820055905,1.0146784745464383,0.5391339692675303
1,1772105624,13.0,5,0.7342762352143267,1.228590994147568,0.6452964486071715
1,1772105624,13.0,4,0.6519257280633315,0.8369273706232007,0.5707234040222458
1,1772105624,13.0,7,1.1432648379917136,1.8070369532800543,1.292260379073877
1,1772105624,13.0,14,0.7366018592641536,1.1709479945554946,0.9325810389317273
1,1772105624,13.0,10,0.8945835147044792,1.4497604133903634,1.1429305283868594
1,1772105624,13.0,12,0.9123833190186639,1.3082497503475374,0.7984118441496322
1,1772105624,13.0,3,1.24445095292877,1.605764287457309,1.4182348515018361
1,1772105624,13.0,8,1.220947740070765,2.438279203786552,1.5735731444064383
1,1772105624,13.0,13,1.0474322896907853,1.7149451840751522,1.1894102535425364
1,1772105624,13.0,1,0.5881133006573794,1.3687370775889574,0.8273412160496807
1,1772105624,13.0,11,0.7609300169088977,1.0237082887122682,0.8995107279344219
1,1772105624,13.0,15,0.9159502347883142,1.770721343835727,0.8674715017608956
1,1772105624,13.0,9,0.6433707802902985,1.0879441384934996,0.9731516229336419
1,1772105624,13.0,6,0.7801785460887345,0.8059862731755048,0.6031631652862265
1,1772105624,13.0,2,0.6237431820055905,1.0146784745464383,0.5391339692675303
1,1772105624,14.0,5,0.7342762352143267,1.228590994147568,0.6452964486071715
1,1772105624,14.0,4,0.6519257280633315,0.8369273706232007,0.5707234040222458
1,1772105624,14.0,7,1.1432648379917136,1.8070369532800543,1.292260379073877
1,1772105624,14.0,14,0.7366018592641536,1.1709479945554946,0.9325810389317273
1,1772105624,14.0,10,0.8945835147044792,1.4497604133903634,1.1429305283868594
1,1772105624,14.0,12,0.9123833190186639,1.3082497503475374,0.7984118441496322
1,1772105624,14.0,3,1.24445095292877,1.605764287457309,1.4182348515018361
1,1772105624,14.0,8,1.220947740070765,2.438279203786552,1.5735731444064383
1,1772105624,14.0,13,1.0474322896907853,1.7149451840751522,1.1894102535425364
1,1772105624,14.0,1,0.5881133006573794,1.3687370775889574,0.8273412160496807
1,1772105624,14.0,11,0.7609300169088977,1.0237082887122682,0.8995107279344219
1,1772105624,14.0,15,0.9159502347883142,1.770721343835727,0.8674715017608956
1,1772105624,14.0,9,0.6433707802902985,1.0879441384934996,0.9731516229336419
1,1772105624,14.0,6,0.7801785460887345,0.8059862731755048,0.6031631652862265
1,1772105624,14.0,2,0.6237431820055905,1.0146784745464383,0.5391339692675303
